Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Team,Year
39,2021-05-16,boxscore,LAA,@,BOS,W,6,5,,17-22,4,6.5,Iglesias,Barnes,Mayers,3:19,D,9316,.66,+,,LAA,2021
40,2021-05-17,boxscore,LAA,,CLE,W,7,4,,18-22,4,6.0,Watson,Hentges,Iglesias,3:23,N,9527,.66,++,,LAA,2021
41,2021-05-18,boxscore,LAA,,CLE,L,5,6,,18-23,4,7.0,Plesac,Claudio,Karinchak,2:48,N,9491,.69,-,,LAA,2021
42,2021-05-19,boxscore,LAA,,CLE,L,2,3,,18-24,4,7.0,Civale,Watson,Karinchak,3:05,N,10378,.68,--,,LAA,2021
43,,boxscore,LAA,,MIN,W,7,1,7,19-24,4,7.0,Cobb,Thorpe,,1:55,D,9920,.58,+,2021-04-17 (Covid screening; two games made up on same date),LAA,2021
44,,boxscore,LAA,,MIN,L,3,6,7,19-25,4,7.0,BerrÃ­os,Canning,Robles,2:49,D,9820,.62,-,2021-04-18 (Covid screening; two games made up on same date),LAA,2021
45,2021-05-21,boxscore,LAA,,OAK,L,4,8,,19-26,4,7.5,Petit,Mayers,,3:15,N,14624,.71,--,,LAA,2021
46,2021-05-22,boxscore,LAA,,OAK,L,2,6,,19-27,5,8.5,Bassitt,Sandoval,,3:02,N,15151,.61,---,,LAA,2021
47,2021-05-23,boxscore,LAA,,OAK,W,6,5,,20-27,5,7.5,Iglesias,Guerra,,3:21,D,15154,.57,+,,LAA,2021
48,2021-05-25,boxscore,LAA,,TEX,W,11,5,,21-27,4,6.0,Heaney,Yang,,2:59,N,10987,.58,++,,LAA,2021
49,2021-05-26,boxscore,LAA,,TEX,W,9,8,,22-27,4,6.0,Canning,Dunning,Iglesias,3:14,D,8547,.68,+++,,LAA,2021
50,2021-05-27,boxscore,LAA,@,OAK,L,0,5,,22-28,4,7.0,Bassitt,Slegers,,2:59,N,5487,.81,-,,LAA,2021
51,2021-05-28,boxscore,LAA,@,OAK,L,1,3,,22-29,4,8.0,Petit,Ohtani,Trivino,2:51,N,8757,.75,--,,LAA,2021
52,2021-05-29,boxscore,LAA,@,OAK,W,4,0,,23-29,4,7.0,Cobb,Montas,,2:57,D,9433,.66,+,,LAA,2021
53,2021-05-30,boxscore,LAA,@,OAK,W,4,2,,24-29,4,6.0,Suarez,Irvin,Iglesias,3:20,D,10029,.74,++,,LAA,2021
54,2021-05-31,boxscore,LAA,@,SFG,L,1,6,,24-30,4,6.0,Cueto,Bundy,,2:58,D,13144,.69,-,,LAA,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,LAA,2021
55,2021-06-01,boxscore,LAA,@,SFG,W,8,1,,25-30,4,6.0,Heaney,Wood,,2:52,N,10546,.58,+,,LAA,2021
56,2021-06-03,boxscore,LAA,,SEA,L,2,6,,25-31,4,7.0,Sheffield,Canning,,3:26,N,9714,.68,-,,LAA,2021
57,2021-06-04,boxscore,LAA,,SEA,W,3,2,,26-31,4,7.0,Ohtani,Santiago,Iglesias,2:42,N,15141,.64,+,,LAA,2021
58,2021-06-05,boxscore,LAA,,SEA,W,12,5,,27-31,4,7.0,Cobb,Steckenrider,,3:00,N,15071,.63,++,,LAA,2021
59,2021-06-06,boxscore,LAA,,SEA,L,5,9,,27-32,4,7.0,Gilbert,Sandoval,,3:57,D,12833,.70,-,,LAA,2021
60,2021-06-07,boxscore,LAA,,KCR,W,8,3,,28-32,4,6.5,Bundy,Kowar,,3:02,N,9481,.55,+,,LAA,2021
61,2021-06-08,boxscore,LAA,,KCR,W,8,1,,29-32,4,6.5,Heaney,Bubic,,2:58,N,9387,.67,++,,LAA,2021
62,2021-06-09,boxscore,LAA,,KCR,W,6,1,,30-32,4,6.5,Canning,Keller,,2:53,N,10474,.70,+++,,LAA,2021
63,2021-06-11,boxscore,LAA,@,ARI,W,6,5,10,31-32,3,6.0,Iglesias,Buchter,Claudio,4:09,N,18458,.78,++++,,LAA,2021
64,2021-06-12,boxscore,LAA,@,ARI,W,8,7,,32-32,3,6.0,Claudio,Soria,Iglesias,3:23,D,13863,.75,+++++,,LAA,2021
65,2021-06-13,boxscore,LAA,@,ARI,W,10,3,,33-32,3,6.0,Sandoval,Duplantier,,3:05,D,12768,.81,++++++,,LAA,2021
66,2021-06-14,boxscore,LAA,@,OAK,L,5,8,,33-33,3,7.0,Manaea,Bundy,Trivino,3:23,N,4102,1.13,-,,LAA,2021
67,2021-06-15,boxscore,LAA,@,OAK,L,4,6,,33-34,3,8.0,Montas,Heaney,Petit,2:54,N,4942,1.03,--,,LAA,2021
68,2021-06-16,boxscore,LAA,@,OAK,L,4,8,,33-35,3,9.0,Smith,Watson,,2:56,D,6228,.83,---,,LAA,2021
69,2021-06-17,boxscore,LAA,,DET,W,7,5,,34-35,3,8.5,Ohtani,Manning,Iglesias,2:59,N,30709,.58,+,,LAA,2021
70,2021-06-18,boxscore,LAA,,DET,W,11,3,,35-35,3,8.5,Cobb,UreÃ±a,,3:32,N,22734,.61,++,,LAA,2021
71,2021-06-19,boxscore,LAA,,DET,W,8,3,,36-35,3,7.5,Sandoval,Peralta,,3:02,N,23175,.65,+++,,LAA,2021
72,2021-06-20,boxscore,LAA,,DET,L,3,5,10,36-36,4,7.5,Cisnero,Iglesias,Fulmer,4:03,D,21626,.73,-,,LAA,2021
73,2021-06-22,boxscore,LAA,,SFG,L,0,5,,36-37,4,9.0,DeSclafani,Heaney,,2:53,N,28354,.64,--,,LAA,2021
74,2021-06-23,boxscore,LAA,,SFG,L,3,9,13,36-38,4,10.0,Leone,Claudio,,4:51,D,20620,.54,---,,LAA,2021
75,2021-06-25,boxscore,LAA,@,TBR,L,3,4,,36-39,4,11.0,McHugh,Suarez,Castillo,2:53,N,7909,.46,----,,LAA,2021
76,2021-06-26,boxscore,LAA,@,TBR,L,3,13,,36-40,4,11.5,McClanahan,Cobb,,2:52,D,16699,.39,-----,,LAA,2021
77,2021-06-27,boxscore,LAA,@,TBR,W,6,4,,37-40,4,10.5,Watson,Wisler,Iglesias,3:26,D,12764,.33,+,,LAA,2021
78,2021-06-28,boxscore,LAA,@,NYY,W,5,3,,38-40,4,9.5,Suarez,King,Iglesias,3:06,N,25054,.44,++,,LAA,2021
79,2021-06-29,boxscore,LAA,@,NYY,L,5,11,,38-41,4,9.5,Taillon,Heaney,,3:31,N,23152,.48,-,,LAA,2021
80,2021-06-30,boxscore,LAA,@,NYY,W,11,8,,39-41,4,8.5,Mayers,Luetge,Iglesias,3:44,N,30714,.44,+,,LAA,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,LAA,2021
81,2021-07-02,boxscore,LAA,,BAL,W,8,7,,40-41,4,9.0,Iglesias,Fry,,3:26,N,23561,.45,++,,LAA,2021
82,2021-07-03,boxscore,LAA,,BAL,W,4,1,,41-41,4,9.0,Cobb,LÃ³pez,Iglesias,2:52,N,28160,.53,+++,,LAA,2021
83,2021-07-04,boxscore,LAA,,BAL,W,6,5,,42-41,4,9.0,Iglesias,Sulser,,3:04,D,18955,.59,++++,,LAA,2021
84,2021-07-05,boxscore,LAA,,BOS,L,4,5,,42-42,4,9.5,PÃ©rez,Suarez,Ottavino,3:46,N,38201,.66,-,,LAA,2021
85,2021-07-06,boxscore,LAA,,BOS,W,5,3,,43-42,4,9.5,Ohtani,Eovaldi,Iglesias,2:54,N,28689,.60,+,,LAA,2021
86,2021-07-07,boxscore,LAA,,BOS,W,5,4,,44-42,4,9.5,Heaney,RodrÃ­guez,Iglesias,2:55,D,20001,.67,++,,LAA,2021
87,2021-07-09,boxscore,LAA,@,SEA,L,3,7,,44-43,4,9.0,Steckenrider,Mayers,,3:31,N,20381,.78,-,,LAA,2021
88,2021-07-10,boxscore,LAA,@,SEA,L,0,2,,44-44,4,9.0,Flexen,Sandoval,Sewald,2:50,N,27353,.73,--,,LAA,2021
89,2021-07-11,boxscore,LAA,@,SEA,W,7,1,,45-44,4,9.0,Suarez,RamÃ­rez,Iglesias,3:32,D,23348,.65,+,,LAA,2021
90,2021-07-16,boxscore,LAA,,SEA,L,5,6,,45-45,4,10.0,Flexen,Heaney,Sewald,3:07,N,40880,.68,-,,LAA,2021
91,2021-07-17,boxscore,LAA,,SEA,W,9,4,,46-45,4,9.0,Cobb,Kikuchi,,3:20,N,28927,.55,+,,LAA,2021
92,2021-07-18,boxscore,LAA,,SEA,L,4,7,,46-46,4,9.0,Gilbert,Sandoval,,3:20,D,23434,.65,-,,LAA,2021
93,2021-07-19,boxscore,LAA,@,OAK,L,1,4,,46-47,4,10.0,Irvin,Cishek,Trivino,2:51,N,14856,.62,--,,LAA,2021
94,2021-07-20,boxscore,LAA,@,OAK,L,0,6,,46-48,4,11.0,Kaprielian,Suarez,,3:01,D,9154,.50,---,,LAA,2021
95,2021-07-22,boxscore,LAA,@,MIN,W,3,2,,47-48,4,10.0,Heaney,Maeda,Iglesias,2:38,N,23337,.34,+,,LAA,2021
96,2021-07-23,boxscore,LAA,@,MIN,L,4,5,,47-49,4,11.0,Minaya,Iglesias,Rogers,3:07,N,21384,.42,-,,LAA,2021
97,2021-07-24,boxscore,LAA,@,MIN,W,2,1,,48-49,4,11.0,Sandoval,BerrÃ­os,Iglesias,2:34,N,22240,.33,+,,LAA,2021
98,2021-07-25,boxscore,LAA,@,MIN,W,6,2,,49-49,4,11.0,Barria,Coulombe,,2:42,D,23158,.37,++,,LAA,2021
99,2021-07-26,boxscore,LAA,,COL,W,6,2,,50-49,4,10.0,Ohtani,MÃ¡rquez,,3:16,N,22751,.43,+++,,LAA,2021
100,2021-07-27,boxscore,LAA,,COL,L,3,12,,50-50,4,11.0,Gomber,Suarez,,3:53,N,16115,.50,-,,LAA,2021
101,2021-07-28,boxscore,LAA,,COL,W,8,7,,51-50,4,11.0,Iglesias,EstÃ©vez,,3:38,N,16365,.40,+,,LAA,2021
102,2021-07-29,boxscore,LAA,,OAK,L,0,4,,51-51,4,11.5,Montas,Bundy,,3:14,N,18631,.55,-,,LAA,2021
103,2021-07-30,boxscore,LAA,,OAK,L,0,2,,51-52,4,12.5,Bassitt,Sandoval,Trivino,3:18,N,28861,.42,--,,LAA,2021
104,2021-07-31,boxscore,LAA,,OAK,W,1,0,,52-52,4,11.5,Barria,Irvin,Iglesias,2:43,D,23207,.29,+,,LAA,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,LAA,2021
105,2021-08-01,boxscore,LAA,,OAK,L,3,8,,52-53,4,11.5,Jefferies,Detmers,,3:08,D,21597,.37,-,,LAA,2021
106,2021-08-02,boxscore,LAA,@,TEX,L,1,4,,52-54,4,12.0,Dunning,Rodriguez,Patton,2:29,N,20533,.26,--,,LAA,2021
107,2021-08-03,boxscore,LAA,@,TEX,W,11,3,,53-54,4,12.0,Suarez,Lyles,,3:23,N,19074,.22,+,,LAA,2021
108,2021-08-04,boxscore,LAA,@,TEX,W,2,1,,54-54,4,11.0,Ohtani,Allard,Iglesias,2:53,N,27360,.25,++,,LAA,2021
109,2021-08-05,boxscore,LAA,@,TEX,W,5,0,,55-54,4,10.0,Bundy,Howard,,2:59,D,21670,.28,+++,,LAA,2021
110,2021-08-06,boxscore,LAA,@,LAD,W,4,3,10,56-54,4,9.0,Warren,Cleavinger,Iglesias,4:01,N,50822,.35,++++,,LAA,2021
111,2021-08-07,boxscore,LAA,@,LAD,L,3,5,,56-55,4,10.0,Graterol,Guerra,Jansen,3:05,N,50808,.45,-,,LAA,2021
112,2021-08-08,boxscore,LAA,@,LAD,L,2,8,,56-56,4,10.0,Buehler,Detmers,,2:58,D,46982,.33,--,,LAA,2021
113,,boxscore,LAA,,TOR,W,6,3,7,57-56,4,10.5,Guerra,Matz,Iglesias,2:43,D,3656,.26,+,2021-04-11 (Rain; Played at ANA; TOR batted last (Game 1)),LAA,2021
114,,boxscore,LAA,,TOR,L,0,4,7,57-57,4,10.5,Richards,Suarez,,2:23,N,14443,.27,-,,LAA,2021
115,2021-08-11,boxscore,LAA,,TOR,L,2,10,,57-58,4,11.5,Manoah,Bundy,,3:03,N,22620,.26,--,,LAA,2021
116,2021-08-12,boxscore,LAA,,TOR,W,6,3,,58-58,4,11.0,Ohtani,BerrÃ­os,,3:08,N,19590,.16,+,,LAA,2021
117,2021-08-13,boxscore,LAA,,HOU,L,1,4,,58-59,4,12.0,Greinke,Sandoval,Pressly,2:51,N,23981,.20,-,,LAA,2021
118,2021-08-14,boxscore,LAA,,HOU,L,2,8,,58-60,4,13.0,Garcia,Barria,,3:35,N,27121,.13,--,,LAA,2021
119,2021-08-15,boxscore,LAA,,HOU,W,3,1,,59-60,4,12.0,Detmers,McCullers,Iglesias,3:02,D,19281,.06,+,,LAA,2021
120,2021-08-16,boxscore,LAA,@,NYY,L,1,2,,59-61,4,12.0,Cole,Suarez,Green,2:49,N,37010,.10,-,2021-07-01 (Rain),LAA,2021
121,2021-08-17,boxscore,LAA,@,DET,W,8,2,,60-61,4,11.0,Mayers,Soto,,3:30,N,24714,.04,+,,LAA,2021
122,2021-08-18,boxscore,LAA,@,DET,W,3,1,,61-61,4,10.0,Ohtani,Skubal,Iglesias,2:25,N,27282,.10,++,,LAA,2021
123,2021-08-19,boxscore,LAA,@,DET,W,13,10,,62-61,4,10.0,Mayers,Fulmer,Warren,3:58,D,20847,.14,+++,,LAA,2021
124,2021-08-20,boxscore,LAA,@,CLE,L,1,9,,62-62,4,11.0,Stephan,Barria,,3:02,N,22755,.16,-,,LAA,2021
125,2021-08-21,boxscore,LAA,@,CLE,L,1,5,,62-63,4,12.0,McKenzie,Detmers,,2:50,D,31406,.08,--,,LAA,2021
126,2021-08-22,boxscore,LAA,@,CLE,L,0,3,,62-64,4,12.0,Quantrill,Suarez,Clase,2:47,N,1832,.06,---,,LAA,2021
127,2021-08-24,boxscore,LAA,@,BAL,W,14,8,,63-64,4,11.5,Guerra,Watkins,,3:50,N,8781,.06,+,,LAA,2021
128,2021-08-25,boxscore,LAA,@,BAL,L,6,10,,63-65,4,12.5,Scott,Petricka,,3:22,N,15867,.06,-,,LAA,2021
129,2021-08-26,boxscore,LAA,@,BAL,L,1,13,,63-66,4,13.0,Akin,Peguero,,3:07,D,10211,.04,--,,LAA,2021
130,2021-08-27,boxscore,LAA,,SDP,L,0,5,,63-67,4,14.0,Musgrove,Criswell,,2:42,N,25376,.02,---,,LAA,2021
131,2021-08-28,boxscore,LAA,,SDP,W,10,2,,64-67,4,14.0,Wantz,Weathers,,3:35,N,36176,.01,+,,LAA,2021
132,2021-08-30,boxscore,LAA,,NYY,W,8,7,,65-67,4,13.5,Guerra,Peralta,Iglesias,3:10,N,29436,.02,++,,LAA,2021
133,2021-08-31,boxscore,LAA,,NYY,W,6,4,,66-67,4,12.5,Herget,Taillon,Iglesias,3:12,N,34813,.02,+++,,LAA,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,LAA,2021
134,2021-09-01,boxscore,LAA,,NYY,L,1,4,,66-68,4,12.5,Cole,Naughton,Chapman,2:50,D,28753,.03,-,,LAA,2021
135,2021-09-03,boxscore,LAA,,TEX,W,3,2,,67-68,4,12.5,Ohtani,Santana,Iglesias,3:22,N,19074,.01,+,,LAA,2021
136,2021-09-04,boxscore,LAA,,TEX,W,4,1,,68-68,4,11.5,Suarez,Allard,,2:21,N,22697,.01,++,,LAA,2021
137,2021-09-05,boxscore,LAA,,TEX,L,3,7,,68-69,4,11.5,Hearn,Junk,,3:15,D,18492,.02,-,,LAA,2021
138,2021-09-06,boxscore,LAA,,TEX,L,0,4,,68-70,4,12.5,Alexy,Barria,,2:37,N,16241,.02,--,,LAA,2021
139,2021-09-07,boxscore,LAA,@,SDP,W,4,0,,69-70,4,12.5,Herget,Snell,,2:53,N,34405,.00,+,,LAA,2021
140,2021-09-08,boxscore,LAA,@,SDP,L,5,8,,69-71,4,12.5,Darvish,Mayers,Melancon,3:31,N,34537,.01,-,,LAA,2021
141,2021-09-10,boxscore,LAA,@,HOU,L,5,10,,69-72,4,13.5,Valdez,Ohtani,,3:37,N,28740,.01,--,,LAA,2021
142,2021-09-11,boxscore,LAA,@,HOU,W,4,2,,70-72,4,12.5,Suarez,Garcia,Iglesias,3:42,N,31547,.00,+,,LAA,2021
143,2021-09-12,boxscore,LAA,@,HOU,L,1,3,,70-73,4,13.5,McCullers,Quijada,Pressly,3:19,D,28763,.00,-,,LAA,2021
144,2021-09-14,boxscore,LAA,@,CHW,L,3,9,,70-74,4,14.0,Bummer,Naughton,,3:21,N,21848,.00,--,,LAA,2021
145,2021-09-15,boxscore,LAA,@,CHW,W,3,2,,71-74,4,14.0,Mayers,Kopech,Iglesias,3:12,N,26505,.00,+,,LAA,2021
146,2021-09-16,boxscore,LAA,@,CHW,W,9,3,,72-74,4,14.0,Cobb,LÃ³pez,,3:16,D,27098,.00,++,,LAA,2021
147,2021-09-17,boxscore,LAA,,OAK,L,4,5,,72-75,4,15.0,Irvin,Marte,Romo,3:19,N,18918,.00,-,,LAA,2021
148,2021-09-18,boxscore,LAA,,OAK,L,1,3,,72-76,4,15.0,Kaprielian,Suarez,Chafin,3:06,N,27150,.00,--,,LAA,2021
149,2021-09-19,boxscore,LAA,,OAK,L,2,3,10,72-77,4,16.0,Trivino,Iglesias,,3:21,D,22456,.00,---,,LAA,2021
150,2021-09-20,boxscore,LAA,,HOU,L,0,10,,72-78,4,17.0,Valdez,Barria,,3:12,N,16070,.00,----,,LAA,2021
151,2021-09-21,boxscore,LAA,,HOU,L,5,10,,72-79,4,18.0,Urquidy,Naughton,,3:08,N,18332,.00,-----,,LAA,2021
152,2021-09-22,boxscore,LAA,,HOU,L,5,9,12,72-80,4,19.0,GarcÃ­a,Selman,,4:18,N,14863,.00,------,,LAA,2021
153,2021-09-23,boxscore,LAA,,HOU,W,3,2,,73-80,4,18.0,Warren,McCullers,Iglesias,3:18,N,19829,,+,,LAA,2021
154,2021-09-24,boxscore,LAA,,SEA,L,5,6,,73-81,4,18.0,Smith,Herget,Sewald,3:40,N,18551,.00,-,,LAA,2021
155,2021-09-25,boxscore,LAA,,SEA,W,14,1,,74-81,4,17.0,DÃ­az,Anderson,,3:07,N,30221,.00,+,,LAA,2021
156,2021-09-26,boxscore,LAA,,SEA,L,1,5,,74-82,4,17.0,Gonzales,Quijada,,3:09,D,22057,.00,-,,LAA,2021
157,2021-09-28,boxscore,LAA,@,TEX,L,2,5,,74-83,4,18.0,Alexy,Naughton,Barlow,2:59,N,20066,.00,--,,LAA,2021
158,2021-09-29,boxscore,LAA,@,TEX,W,7,2,,75-83,4,17.0,Warren,Hearn,,3:20,N,23241,.00,+,,LAA,2021
159,2021-09-30,boxscore,LAA,@,TEX,L,6,7,,75-84,4,18.0,Patton,Herget,Barlow,3:18,D,19960,.00,-,,LAA,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,LAA,2021
160,2021-10-01,boxscore,LAA,@,SEA,W,2,1,,76-84,4,17.0,Suarez,Gonzales,Iglesias,3:13,N,44169,.00,+,,LAA,2021
161,2021-10-02,boxscore,LAA,@,SEA,L,4,6,,76-85,4,18.0,Sewald,Cishek,Steckenrider,3:37,N,44414,.00,-,,LAA,2021
162,2021-10-03,boxscore,LAA,@,SEA,W,7,3,,77-85,4,18.0,Ortega,Anderson,,3:56,D,44229,.00,+,,LAA,2021
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,LAA,2021
1,2022-04-07,boxscore,LAA,,HOU,L,1,3,,0-1,5,1.0,Valdez,Ohtani,Pressly,3:15,N,44723,.95,-,,LAA,2022
2,2022-04-08,boxscore,LAA,,HOU,L,6,13,,0-2,5,2.0,Montero,Ortega,,3:44,N,42719,.96,--,,LAA,2022
3,2022-04-09,boxscore,LAA,,HOU,W,2,0,,1-2,3,1.5,Syndergaard,Verlander,Iglesias,3:02,N,36139,.90,+,,LAA,2022
4,2022-04-10,boxscore,LAA,,HOU,L,1,4,,1-3,5,2.0,Urquidy,Suarez,Pressly,3:15,D,41253,.93,-,,LAA,2022
5,2022-04-11,boxscore,LAA,,MIA,W,6,2,,2-3,4,1.5,Lorenzen,HernÃ¡ndez,,2:42,N,20480,.79,+,,LAA,2022
6,2022-04-12,boxscore,LAA,,MIA,W,4,3,,3-3,2,1.5,Iglesias,Bender,,2:59,D,16132,.81,++,,LAA,2022
7,2022-04-14,boxscore,LAA,@,TEX,L,5,10,,3-4,3,1.5,King,Ohtani,,3:30,N,21440,.97,-,,LAA,2022
8,2022-04-15,boxscore,LAA,@,TEX,W,9,6,,4-4,2,0.5,Warren,Allard,Iglesias,3:32,N,28723,.94,+,,LAA,2022
9,2022-04-16,boxscore,LAA,@,TEX,W,7,2,,5-4,2,0.5,Syndergaard,Hearn,,3:10,N,34493,1.00,++,,LAA,2022
10,2022-04-17,boxscore,LAA,@,TEX,W,8,3,,6-4,1,up 0.5,Mayers,PÃ©rez,,3:25,D,22650,1.01,+++,,LAA,2022
11,2022-04-18,boxscore,LAA,@,HOU,L,3,8,,6-5,2,0.5,Garcia,Lorenzen,,3:22,N,42646,1.09,-,,LAA,2022
12,2022-04-19,boxscore,LAA,@,HOU,W,7,2,,7-5,1,Tied,Ortega,Valdez,,3:36,N,30212,1.10,+,,LAA,2022
13,2022-04-20,boxscore,LAA,@,HOU,W,6,0,,8-5,1,up 0.5,Ohtani,Odorizzi,,3:08,N,29049,1.10,++,,LAA,2022
14,2022-04-22,boxscore,LAA,,BAL,L,3,5,,8-6,1,Tied,Zimmermann,Detmers,LÃ³pez,2:55,N,31679,1.08,-,,LAA,2022
15,2022-04-23,boxscore,LAA,,BAL,L,4,5,,8-7,2,1.0,Baker,Loup,LÃ³pez,3:11,N,43883,1.07,--,,LAA,2022
16,2022-04-24,boxscore,LAA,,BAL,W,7,6,,9-7,2,1.0,Herget,Baumann,Bradley,3:42,D,41984,1.01,+,,LAA,2022
17,2022-04-25,boxscore,LAA,,CLE,W,3,0,,10-7,2,0.5,Lorenzen,Bieber,Iglesias,2:22,N,23099,1.05,++,,LAA,2022
18,2022-04-26,boxscore,LAA,,CLE,W,4,1,,11-7,2,0.5,Sandoval,McKenzie,Iglesias,2:34,N,22551,1.08,+++,,LAA,2022
19,2022-04-27,boxscore,LAA,,CLE,W,9,5,,12-7,1,up 0.5,Ohtani,Plesac,,3:12,N,28557,1.08,++++,,LAA,2022
20,2022-04-28,boxscore,LAA,,CLE,W,4,1,,13-7,1,up 1.5,Detmers,Quantrill,Iglesias,2:35,D,18826,1.11,+++++,,LAA,2022
21,2022-04-29,boxscore,LAA,@,CHW,W,5,1,,14-7,1,up 2.5,Warren,Giolito,Iglesias,3:19,N,23709,1.15,++++++,,LAA,2022
22,2022-04-30,boxscore,LAA,@,CHW,L,0,4,,14-8,1,up 2.5,Velasquez,Suarez,,2:55,D,33762,1.18,-,,LAA,2022
Gm#,,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,LAA,2022
23,2022-05-01,boxscore,LAA,@,CHW,W,6,5,,15-8,1,up 2.5,Lorenzen,Keuchel,Tepera,3:15,D,27664,1.18,+,,LAA,2022
24,2022-05-02,boxscore,LAA,@,CHW,L,0,3,,15-9,1,up 2.5,Cease,Sandoval,Hendriks,2:39,D,13112,1.21,-,,LAA,2022
25,2022-05-03,boxscore,LAA,@,BOS,L,0,4,,15-10,1,up 1.5,Wacha,Syndergaard,,2:23,N,29793,1.18,--,,LAA,2022
26,2022-05-04,boxscore,LAA,@,BOS,W,10,5,10,16-10,1,up 1.5,Tepera,Barnes,,3:42,N,27679,1.15,+,,LAA,2022
27,2022-05-05,boxscore,LAA,@,BOS,W,8,0,,17-10,1,up 1.5,Ohtani,Houck,,2:55,D,29476,1.18,++,,LAA,2022
28,2022-05-06,boxscore,LAA,,WSN,W,3,0,,18-10,1,up 1.5,DÃ­az,Adon,Iglesias,2:28,N,41923,1.11,+++,,LAA,2022
29,2022-05-07,boxscore,LAA,,WSN,L,3,7,,18-11,1,up 0.5,Gray,Lorenzen,,3:02,N,30666,1.17,-,,LAA,2022
30,2022-05-08,boxscore,LAA,,WSN,W,5,4,,19-11,1,up 0.5,Barria,Rainey,,3:26,D,32337,1.13,+,,LAA,2022
31,2022-05-09,boxscore,LAA,,TBR,W,11,3,,20-11,1,up 1.0,Syndergaard,Springs,,3:02,N,19537,1.25,++,,LAA,2022
32,2022-05-10,boxscore,LAA,,TBR,W,12,0,,21-11,1,up 1.0,Detmers,Kluber,,2:19,N,39313,1.24,+++,,LAA,2022
33,2022-05-11,boxscore,LAA,,TBR,L,2,4,10,21-12,1,Tied,Feyereisen,Loup,Raley,3:17,D,21045,1.27,-,,LAA,2022
34,2022-05-13,boxscore,LAA,@,OAK,W,2,0,,22-12,2,0.5,Silseth,Jefferies,Iglesias,2:30,N,13992,1.27,+,,LAA,2022
35,,boxscore,LAA,@,OAK,L,3,4,,22-13,1,Tied,Trivino,Iglesias,,3:18,D,12719,1.24,-,,LAA,2022
36,,boxscore,LAA,@,OAK,W,9,1,,23-13,1,Tied,Lorenzen,Oller,,2:47,N,7737,1.26,+,,LAA,2022
37,2022-05-15,boxscore,LAA,@,OAK,W,4,1,,24-13,1,Tied,Sandoval,Montas,Herget,3:29,D,14668,1.24,++,,LAA,2022
38,2022-05-16,boxscore,LAA,@,TEX,L,4,7,,24-14,1,Tied,Gray,Syndergaard,Barlow,2:51,N,15110,1.23,-,,LAA,2022
39,2022-05-17,boxscore,LAA,@,TEX,L,5,10,,24-15,2,1.0,Santana,Tepera,,3:58,N,17727,1.26,--,,LAA,2022
40,2022-05-18,boxscore,LAA,@,TEX,L,5,6,10,24-16,2,1.0,Santana,Iglesias,,3:23,N,20366,1.25,---,,LAA,2022
41,2022-05-20,boxscore,LAA,,OAK,L,2,4,,24-17,2,1.5,Moll,Silseth,JimÃ©nez,3:24,N,32422,1.23,----,,LAA,2022
42,2022-05-21,boxscore,LAA,,OAK,W,5,3,,25-17,2,1.5,Lorenzen,Kolarek,Iglesias,3:12,N,39045,1.20,+,,LAA,2022
43,2022-05-22,boxscore,LAA,,OAK,W,4,1,,26-17,2,1.5,Sandoval,Irvin,Iglesias,2:49,D,40042,1.21,++,,LAA,2022
44,2022-05-24,boxscore,LAA,,TEX,W,5,3,,27-17,2,1.0,Syndergaard,Dunning,Iglesias,2:30,N,23791,1.24,+++,,LAA,2022
45,2022-05-25,boxscore,LAA,,TEX,L,2,7,,27-18,2,2.0,Otto,Detmers,,2:49,N,22950,1.27,-,,LAA,2022
46,2022-05-26,boxscore,LAA,,TOR,L,3,6,,27-19,2,2.5,Ryu,Ohtani,,2:56,N,28228,1.22,--,,LAA,2022
47,2022-05-27,boxscore,LAA,,TOR,L,3,4,,27-20,2,2.5,Richards,Iglesias,Romano,3:05,N,44641,1.28,---,,LAA,2022
48,2022-05-28,boxscore,LAA,,TOR,L,5,6,,27-21,2,2.5,Cimber,Barraclough,Stripling,3:45,N,34005,1.22,----,,LAA,2022
